article_id,slug,wp_url,new_url,status
029cc311-db14-4c56-8e1b-50c73a79d6f6,il-mio-piede-sinistro-il-film,http://www.ombreeluci.it/wp-content/uploads/2019/02/oel059-008-1024x576.jpg,https://pub-2251dc2142e3492a961f629f2af543d0.r2.dev/corpo/dry-run-94725561,dry-run
0dc471fe-3e3f-4a6f-89c7-ebb34b154fe7,dedicato-ai-bambini-flavio,http://www.ombreeluci.it/wp-content/uploads/2019/02/oel058-014-1024x1024.jpg,https://pub-2251dc2142e3492a961f629f2af543d0.r2.dev/corpo/dry-run-53628773,dry-run
0dc471fe-3e3f-4a6f-89c7-ebb34b154fe7,dedicato-ai-bambini-flavio,http://www.ombreeluci.it/wp-content/uploads/2019/02/oel058-015-1024x1009.jpg,https://pub-2251dc2142e3492a961f629f2af543d0.r2.dev/corpo/dry-run-86984827,dry-run
0dc471fe-3e3f-4a6f-89c7-ebb34b154fe7,dedicato-ai-bambini-flavio,http://www.ombreeluci.it/wp-content/uploads/2019/02/oel058-016-1024x1024.jpg,https://pub-2251dc2142e3492a961f629f2af543d0.r2.dev/corpo/dry-run-23893812,dry-run
0e53ffca-33ff-4003-85d5-5557d204ce75,ti-ricordi-nicole,http://www.ombreeluci.it/wp-content/uploads/2007/12/oel10003-1024x576.jpg,https://pub-2251dc2142e3492a961f629f2af543d0.r2.dev/corpo/dry-run-79247123,dry-run
0e53ffca-33ff-4003-85d5-5557d204ce75,ti-ricordi-nicole,http://www.ombreeluci.it/wp-content/uploads/2007/12/oel10002.jpg,https://pub-2251dc2142e3492a961f629f2af543d0.r2.dev/corpo/dry-run-22621186,dry-run
0e6ec1d5-1787-4328-86f9-07d383cadc46,larmadio-dei-giocattoli,http://www.ombreeluci.it/wp-content/uploads/2018/08/oel045-013.jpg,https://pub-2251dc2142e3492a961f629f2af543d0.r2.dev/corpo/dry-run-19695507,dry-run
0feb7748-c2df-4e2a-be57-386c1e13b101,coraggio-immacolata,https://www.ombreeluci.it/wp-content/uploads/2020/03/oel069-010-300x223.jpg,https://pub-2251dc2142e3492a961f629f2af543d0.r2.dev/corpo/dry-run-52831925,dry-run
125e2980-b9c2-41af-a05e-a59abe178c1e,una-soria-vera,http://www.ombreeluci.it/wp-content/uploads/2019/02/oel058-007-1024x576.jpg,https://pub-2251dc2142e3492a961f629f2af543d0.r2.dev/corpo/dry-run-84377409,dry-run
125e2980-b9c2-41af-a05e-a59abe178c1e,una-soria-vera,http://www.ombreeluci.it/wp-content/uploads/2019/02/oel058-008-1024x576.jpg,https://pub-2251dc2142e3492a961f629f2af543d0.r2.dev/corpo/dry-run-94681715,dry-run
