article_id,slug,wp_url,new_url,status
029cc311-db14-4c56-8e1b-50c73a79d6f6,il-mio-piede-sinistro-il-film,http://www.ombreeluci.it/wp-content/uploads/2019/02/oel059-008-1024x576.jpg,https://pub-2251dc2142e3492a961f629f2af543d0.r2.dev/corpo/b5436bd2-5a80-41bd-bc9e-fa5da0420d78,uploaded
0dc471fe-3e3f-4a6f-89c7-ebb34b154fe7,dedicato-ai-bambini-flavio,http://www.ombreeluci.it/wp-content/uploads/2019/02/oel058-014-1024x1024.jpg,https://pub-2251dc2142e3492a961f629f2af543d0.r2.dev/corpo/2afce04d-d0fa-4326-9ebc-98d8419bea47,uploaded
0dc471fe-3e3f-4a6f-89c7-ebb34b154fe7,dedicato-ai-bambini-flavio,http://www.ombreeluci.it/wp-content/uploads/2019/02/oel058-015-1024x1009.jpg,https://pub-2251dc2142e3492a961f629f2af543d0.r2.dev/corpo/1615a432-effb-4564-8700-a68a2dbb69b8,uploaded
0dc471fe-3e3f-4a6f-89c7-ebb34b154fe7,dedicato-ai-bambini-flavio,http://www.ombreeluci.it/wp-content/uploads/2019/02/oel058-016-1024x1024.jpg,https://pub-2251dc2142e3492a961f629f2af543d0.r2.dev/corpo/fb18d4f3-c212-46a7-b963-5ecd03ffa0f7,uploaded
0e53ffca-33ff-4003-85d5-5557d204ce75,ti-ricordi-nicole,http://www.ombreeluci.it/wp-content/uploads/2007/12/oel10003-1024x576.jpg,https://pub-2251dc2142e3492a961f629f2af543d0.r2.dev/corpo/a48d9607-457e-440d-8e02-17615c70011a,uploaded
0e53ffca-33ff-4003-85d5-5557d204ce75,ti-ricordi-nicole,http://www.ombreeluci.it/wp-content/uploads/2007/12/oel10002.jpg,https://pub-2251dc2142e3492a961f629f2af543d0.r2.dev/corpo/b0f64057-5b8f-4f02-9b73-c256a11422cc,uploaded
0e6ec1d5-1787-4328-86f9-07d383cadc46,larmadio-dei-giocattoli,http://www.ombreeluci.it/wp-content/uploads/2018/08/oel045-013.jpg,https://pub-2251dc2142e3492a961f629f2af543d0.r2.dev/corpo/a3c5e66a-e7d4-4ad8-ba19-e2c476984e68,uploaded
0feb7748-c2df-4e2a-be57-386c1e13b101,coraggio-immacolata,https://www.ombreeluci.it/wp-content/uploads/2020/03/oel069-010-300x223.jpg,https://pub-2251dc2142e3492a961f629f2af543d0.r2.dev/corpo/0aa5cb36-42e7-4a8f-9ba0-ebabba2d0484,uploaded
125e2980-b9c2-41af-a05e-a59abe178c1e,una-soria-vera,http://www.ombreeluci.it/wp-content/uploads/2019/02/oel058-007-1024x576.jpg,https://pub-2251dc2142e3492a961f629f2af543d0.r2.dev/corpo/f51e1205-7427-4788-920a-441ea8c15728,uploaded
125e2980-b9c2-41af-a05e-a59abe178c1e,una-soria-vera,http://www.ombreeluci.it/wp-content/uploads/2019/02/oel058-008-1024x576.jpg,https://pub-2251dc2142e3492a961f629f2af543d0.r2.dev/corpo/cf2b41c4-67a4-4a13-93ea-149c0ec71683,uploaded
125e2980-b9c2-41af-a05e-a59abe178c1e,una-soria-vera,http://www.ombreeluci.it/wp-content/uploads/2019/02/oel058-009-1024x576.jpg,https://pub-2251dc2142e3492a961f629f2af543d0.r2.dev/corpo/11e4c35f-9af2-46db-8e36-3a3e9fb4cef3,uploaded
16087ec2-941a-497f-b965-9311fc2a448e,vicenza-centro-di-formazione-professionale-dell-opera-francescana-charitas,http://www.ombreeluci.it/wp-content/uploads/2017/10/oel_n2_bruno_CentroFormazioneProfessionaleOperaFrancescana-1024x1024.jpg,https://pub-2251dc2142e3492a961f629f2af543d0.r2.dev/corpo/f1e2760f-c458-4e2e-8f9e-a75f61f8bcfd,uploaded
195eacec-a4e0-4ce6-8f39-84e6a8780472,giacomo,http://www.ombreeluci.it/wp-content/uploads/2018/06/oel038-008A.jpg,https://pub-2251dc2142e3492a961f629f2af543d0.r2.dev/corpo/564ed548-14f4-46cf-8145-2432b6465b82,uploaded
195eacec-a4e0-4ce6-8f39-84e6a8780472,giacomo,http://www.ombreeluci.it/wp-content/uploads/2018/06/oel038-012.jpg,https://pub-2251dc2142e3492a961f629f2af543d0.r2.dev/corpo/a17f1be8-8512-4f3e-9b0d-a178049384e1,uploaded
196e737b-5057-4d8c-b6a1-b7ea83a5416f,isolato-ma-immerso-nella-vita,https://www.ombreeluci.it/wp-content/uploads/2020/09/oel-76-07-1024x576.jpg,https://pub-2251dc2142e3492a961f629f2af543d0.r2.dev/corpo/63d1c5fd-2e50-45e8-a25c-bf5b7784712e,uploaded
196e737b-5057-4d8c-b6a1-b7ea83a5416f,isolato-ma-immerso-nella-vita,https://www.ombreeluci.it/wp-content/uploads/2020/09/oel-76-08-1024x576.jpg,https://pub-2251dc2142e3492a961f629f2af543d0.r2.dev/corpo/f40c446d-5560-4bbe-a82a-5d986ce3c9c5,uploaded
196e737b-5057-4d8c-b6a1-b7ea83a5416f,isolato-ma-immerso-nella-vita,https://www.ombreeluci.it/wp-content/uploads/2020/09/oel-76-09-1024x576.jpg,https://pub-2251dc2142e3492a961f629f2af543d0.r2.dev/corpo/c775f918-16c8-4f83-9141-2f399fff7b9b,uploaded
1c5e6faa-c7e1-430d-8ada-dcd087c1967d,accarezzando-insieme-lerba,https://www.ombreeluci.it/wp-content/uploads/2020/09/Float.jpg,https://pub-2251dc2142e3492a961f629f2af543d0.r2.dev/corpo/9cd604d8-e385-4836-b99e-7b59a024b0ac,uploaded
22bb9753-7125-4ac9-bb35-4a72f86cec3b,storia-di-un-traghettatore,https://www.ombreeluci.it/wp-content/uploads/2020/01/il-grande-cavallo-blu.jpg,https://pub-2251dc2142e3492a961f629f2af543d0.r2.dev/corpo/156c78d3-cdea-4245-8ebc-ff04238f3bc6,uploaded
29513721-8c02-491d-8b73-be6c648f4df7,ol-incontra-jorit,https://www.ombreeluci.it/wp-content/uploads/2020/11/Jorit-Niccolo-Maradona-1.jpg,https://pub-2251dc2142e3492a961f629f2af543d0.r2.dev/corpo/d61484e5-4936-42d8-b6c2-3e1e6bb2980a,uploaded
30256585-adae-4e7f-9f42-2ef945902224,intorno-alla-nascita,https://www.ombreeluci.it/wp-content/uploads/2019/07/oel65-0011.jpg,https://pub-2251dc2142e3492a961f629f2af543d0.r2.dev/corpo/39b8ed91-e875-4cd7-a011-8cc6405f203b,uploaded
30256585-adae-4e7f-9f42-2ef945902224,intorno-alla-nascita,https://www.ombreeluci.it/wp-content/uploads/2019/07/oel65-0010.jpg,https://pub-2251dc2142e3492a961f629f2af543d0.r2.dev/corpo/07890ffe-8bbc-4448-8f52-a7567fa2eedc,uploaded
