job_id,it_id,it_slug,en_id,en_slug,source_hash,status,error,input_tokens,output_tokens,cost_usd,timestamp
batch-20260419-v6,4d3303dd-3d02-4df9-a01d-f6c6cdb2ba30,insegnante-di-lettere-canale-della-vita,04353ca6-60e6-4447-ae94-ae98e5a54450,a-teacher-of-lettersgateway-to-life,77d01f9b89b2d18e,ok,,5921,2734,0.015673,2026-04-18T22:24:34.567912
batch-20260419-v6,64b894ee-60d3-4fa5-9f0f-b7e25dd06de2,dialogo-aperto-n-32,a69101f9-3a70-4c54-8ac4-9a90842ff3a6,open-dialogue-no-32,47c4c631b93e4683,ok,,3835,1355,0.008488,2026-04-18T22:24:56.732938
batch-20260419-v6,97f06192-00a8-4194-8e53-044dafc00247,la-sfida-dellarca-recensione,2f37dc00-3c75-4b4f-9049-78df5f3e3cbe,the-challenge-of-larche,2e421a75a091cb2d,ok,,2342,233,0.002806,2026-04-18T22:25:13.749782
batch-20260419-v6,9802c9f0-417f-44f3-bfd6-a26ca8eee745,dialogo-aperto-n-133,714055d7-b715-4e10-ae8c-2f6a6267792a,open-dialogue-no-133,7317009b43acc134,ok,,3558,1104,0.007262,2026-04-18T22:25:16.375231
batch-20260419-v6,9814c0fa-9a35-4d51-b41a-d6d1949869f5,microgiustizia,8f12e366-6968-403a-aaf6-0e6c267ebe2a,small-justice,8bf26a2a0cf7058e,ok,,2774,523,0.004311,2026-04-18T22:25:30.182915
batch-20260419-v6,98292efb-8475-4acc-87ed-5d9859509d71,il-corpo-dellamore,5c4546a0-eb62-4cbf-8aaf-e2f57f1e3d7e,the-body-of-love,50f94f94aff5fc5a,ok,,2691,519,0.004229,2026-04-18T22:25:34.943232
batch-20260419-v6,98f16a26-8ca6-492f-bb42-864449616c2c,jesi-una-casa-per-incentivare-vita-autonoma-di-persone-disabili,3c255c5e-67d1-4122-99ab-9044a369978b,emmas-house-a-home-for-disabled-young-adults-to-live-independently,2b6906ad0e2d4c61,ok,,3302,997,0.00663,2026-04-18T22:25:41.012075
batch-20260419-v6,991c2350-b911-4e41-92c5-efb21309189c,di-compleanni-e-di-greenpass,e3481e92-d551-41cf-940c-aaa075e74aaf,birthdays-and-green-passes,d010cb82112d18cf,ok,,2809,606,0.004671,2026-04-18T22:25:52.746875
batch-20260419-v6,99291dc8-e5f7-4c43-9314-ddd83cc66cfb,vita-fede-luce-19,ab0ff778-c274-4379-b74d-e829fece8790,faith-and-light-issue-19,1cc754fbe6decb4a,ok,,3676,1194,0.007717,2026-04-18T22:25:58.607341
batch-20260419-v6,9933fbce-bfb6-44fd-82fd-2d518a93063c,ne-lui-ne-i-suoi-genitori,2e254d5c-e6b8-42eb-9e4b-8be62b210601,neither-he-nor-his-parents,2c37b83051ac98d9,ok,,5818,2605,0.015074,2026-04-18T22:26:11.448007
batch-20260419-v6,99af6351-e5d8-4244-8204-21c43be9ac23,comunita-alloggio-la-torre,9003df2b-77bb-475a-abdb-3f36ac5adb8d,la-torre-a-residential-community,b72dc331eccee5ce,ok,,2811,522,0.004337,2026-04-18T22:26:51.843570
batch-20260419-v6,99c841b1-db59-4065-afa3-4f2f99e05c4f,vita-fede-luce-n-25,3f7b08b2-0de5-4e27-a1c2-d05db6fd9068,faith-and-light-life-together-issue-25,2fc340b492b8efbb,ok,,4181,1588,0.009697,2026-04-18T22:26:57.640920
