job_id,it_id,it_slug,en_id,en_slug,source_hash,status,error,input_tokens,output_tokens,cost_usd,timestamp
batch-20260418-v3,076265cd-ba33-4f9c-ab7c-a4a78f7f87d4,one-more-jump,eaf3fcc0-122a-4b49-bbc3-e8f757bed5f3,one-more-jump-0762,648878a18d835143,ok,,1638,518,0.003382,2026-04-18T21:10:00.374599
batch-20260418-v3,0e07ca3e-787d-40c6-9c14-995e568c4293,fragile,24cb7627-0d2b-4179-966d-308b75c4c1b5,fragile-0e07,cdc2bb11c0760626,ok,,1585,510,0.003308,2026-04-18T21:10:05.561011
batch-20260418-v3,071f81ec-da06-4a40-9b57-90061364f23d,noris,15c5d881-21aa-4769-908e-cfd4299fe4e3,noris-071f,7121def714a6b428,ok,,2356,1041,0.006049,2026-04-18T21:10:00.371114
batch-20260418-v3,16542cca-35c1-403c-8902-378f3d4bcbda,willow-vrba,c302bdc7-2c09-4ce4-bae6-12cdc1c40bf8,willow-vrba-1654,866a106189014cb0,ok,,1524,465,0.003079,2026-04-18T21:10:10.702199
batch-20260418-v3,14c294e5-5f26-43c0-be99-c0619b51f200,un-capo-atipico-per-larca,a6a0059e-9d21-4506-8013-e0970f536bb8,an-atypical-leader-for-larche,3a55c3d3deffb7ef,ok,,2450,1167,0.006628,2026-04-18T21:10:09.530203
batch-20260418-v3,1a9844ba-df65-48be-b95b-92d62c8c01cd,viale-di-valle-aurelia,e9676907-b537-4bc5-b6a4-d3c36bb29134,viale-di-valle-aurelia-1a98,f5b3bec7b42fd344,ok,,2395,1161,0.00656,2026-04-18T21:10:21.823059
batch-20260418-v3,1c4d26c7-f5a3-4de2-84c3-efa2a58e3512,gossip,12dea472-4be6-4cdf-873b-549e3706a4a7,gossip-1c4d,3b69ebf516e72a5c,ok,,1650,571,0.003604,2026-04-18T21:10:34.250348
batch-20260418-v3,195eacec-a4e0-4ce6-8f39-84e6a8780472,giacomo,7abc9672-62fd-49cf-b6bb-d5abe44ed8d6,giacomo-195e,8c60c267e92a3c13,ok,,3686,2157,0.011577,2026-04-18T21:10:14.477370
batch-20260418-v3,2d4819ed-e4b8-4e34-8cd7-61a3927c1e09,aspetto-ci-accorgessimo,86b4e08e-4759-4879-b785-8e0d24144d4e,and-he-waited-for-us-to-notice-him-2d48,4f75f9e13f77fa7a,ok,,2657,1273,0.007218,2026-04-18T21:10:44.993725
batch-20260418-v3,3259a211-088b-4543-8446-0a025329681c,marco-cavallo,cc19791c-da92-4f17-a539-58aebf3abd23,marco-cavallo-3259,d7d82b476712f034,ok,,1648,548,0.00351,2026-04-18T21:11:00.313953
batch-20260418-v3,3cfd8961-a2d6-4f1d-9e8c-ae0b18970ca8,viviana,d109bebc-8555-43cf-8f06-1ec2714afbb5,viviana-3cfd,0004b188059c5fa2,ok,,2657,1245,0.007106,2026-04-18T21:11:05.114251
batch-20260418-v3,48afff7f-a478-42f6-a747-dbaf07fc7f06,daniela,1cd094bc-5a14-4a00-a40a-10456e4a2a8c,daniela-48af,9ca8cc553415185b,ok,,1355,320,0.002364,2026-04-18T21:11:19.647874
batch-20260418-v3,4b87b105-6440-4cf8-a60e-4a82e602f641,maria-teresa-di-calcutta-dedicato-ai-bambini,abf76dc9-9c13-4b64-a5ad-8b3c29a5cd30,mother-teresa-of-calcutta-for-children-and-all-of-us,44bdbb919dd70e03,ok,,3518,2248,0.011806,2026-04-18T21:11:24.054344
batch-20260418-v3,4d3303dd-3d02-4df9-a01d-f6c6cdb2ba30,insegnante-di-lettere-canale-della-vita,,,77d01f9b89b2d18e,error,Quality gate fallito: HTML: tag count: 33 orig vs 17 trad,,,,2026-04-18T21:11:44.325853
batch-20260418-v3,4dc9f072-c5c3-458e-a48e-9095c1de7f5a,philippine,09978410-a28a-4395-a7fc-f9f92b0682cf,philippine-4dc9,6a238969c4336ff9,ok,,1680,607,0.003772,2026-04-18T21:13:40.118328
batch-20260418-v3,543de2ee-8e40-499f-b0c1-745579e7f6dd,joyeux-noel,c8f5bdd2-96ae-46ef-94bd-b285d7a0aa33,merry-christmas-543d,d7d0700db1e9413a,ok,,1444,413,0.002807,2026-04-18T21:13:45.068765
batch-20260418-v3,580cf8be-0ef8-4624-ac4d-38452722a552,mirella-pablo-silvia-claudia-patrizia,a9c5c9d4-7d9d-443b-92ea-40b4818c839b,mirella-pablo-silvia-claudia-patrizia-580c,ca1ca6e661a41f8f,ok,,1896,766,0.004581,2026-04-18T21:13:48.979725
batch-20260418-v3,5926882d-b53a-4d69-930e-168aba109fa3,loyola-university,898526b5-ba54-4796-8023-82f58ac0d1f3,loyola-university-5926,92eaed8563b61445,ok,,1480,425,0.002884,2026-04-18T21:13:55.285344
batch-20260418-v3,5c052c19-9b39-40ce-8413-aab26f4332bf,da-quellarmadio,1f4f9344-2685-4bb4-b615-768434fa6169,from-that-closet-5c05,0ece934a9c2ab40d,ok,,2316,1009,0.005889,2026-04-18T21:13:59.444691
batch-20260418-v3,5f130b70-ff63-48ca-9182-50b6691f098b,casa-famiglia-la-tenda-per-bambini-da-0-a-6-anni,8e808be0-e78f-46df-b17c-a750485b5acf,family-home-la-tenda-for-children-aged-0-to-6,cf117eed19e4ffda,ok,,3356,1820,0.009965,2026-04-18T21:14:10.283469
batch-20260418-v3,61eaa839-55ac-4a42-8e76-e67b3f4e7979,years-and-years,50a8873b-23a0-4ca2-9610-935cd81f6809,years-and-years-61ea,c7e2baf1d7b85cfe,ok,,1776,629,0.003937,2026-04-18T21:14:31.729500
batch-20260418-v3,6200cd81-8fc5-4d0b-a246-30e8fe055910,ciclisti-non-vedenti-vaticano,d03f156d-9c48-4ac1-9bc1-026c587a4ed6,we-made-it-6200,a4bac83f2abb28b7,ok,,2725,1325,0.00748,2026-04-18T21:14:37.893388
